,name,cusip,firstyr,gvkey,lastyr,pdpco,pdpseq,begyr,endyr,match
14038,FINGERHUT COMPANIES INC,317867,1989,21491,1997,21491,2,1989,1997,1
14039,HOME FED BANCORP MO INC,436933,1993,21492,1993,21492,1,1993,1993,
14040,INTERNATIONAL FOCUS RES INC,45952Q,1987,21493,1991,21493,1,1987,1991,
14041,ORBITAL SCIENCES CORP,685564,1989,21496,2006,21496,1,1989,2006,1
14042,PAULSON CAPITAL CORP,703797,1989,21499,2006,21499,1,1989,2006,
14043,STOR FURNISHINGS INTL,784779,1989,21500,1990,21500,1,1989,1990,
14044,TELEBIT CORP,87926F,1989,21501,1995,21501,1,1989,1995,1
14045,UNITRIN INC,913275,1990,21503,2006,21503,1,1990,2006,0
14046,CONE MILLS CORP,206814,1950,21504,2002,21504,1,1950,2002,1
14047,AMER BIOGENETIC SCI  -CL A,24611,1989,21505,2001,21505,1,1989,2001,1
14048,ARMANINO FOODS DISTINCTION,42166,1988,21506,2004,21506,1,1988,2004,0
14049,ACTV INC,00088E,1989,21507,2002,21507,1,1989,2002,1
14050,ASPECT COMMUNICATIONS CORP,04523Q,1989,21508,2004,21508,1,1989,2004,1
14051,ASHWORTH INC,04516H,1988,21519,2006,21519,1,1988,2006,
14052,CITIZENS FINANCIAL SVCS INC,174615,2001,21521,2006,21521,1,2001,2006,
14053,DAWN TECHNOLOGIES INC,239222,1988,21534,1996,21534,1,1988,1996,1
14054,DELTA RENTAL SYSTEMS INC,247908,1988,21537,1989,21537,1,1988,1989,
14055,AAON INC,360,1990,21542,2006,21542,1,1990,2006,1
14056,DIEHL GRAPHSOFT INC,253676,1993,21543,1998,21543,1,1993,1998,0
14057,DISCOVERY SYSTEMS LTD,254679,1988,21546,1988,21546,1,1988,1988,
14058,DYNASTY CLASSICS CORP,268127,1989,21552,1992,21552,1,1989,1992,1
14059,FP BANCORP INC,302551,1994,21555,1997,21555,1,1994,1997,
14060,E PRIME AEROSPACE CORP,268817,2001,21556,2004,21556,1,2001,2004,
14061,EARTH SEARCH SCIENCES INC,270313,2000,21560,2002,21560,1,2000,2002,
14062,CHINA INDL WASTE MANAGEMENT,16939N,1999,21562,2005,21562,1,1999,2005,
14063,ELECTRONIC SYSTEM TECH INC,285848,1999,21563,2006,21563,1,1999,2006,
14064,ENERCORP INC,292906,2002,21569,2005,21569,1,2002,2005,1
14065,ROBO GROUP TEK LTD,M20330,1990,21573,2004,21573,1,1990,2004,
14066,COPELAND (AL) ENTERPRISES,217213,1989,21580,1991,21580,1,1989,1991,
14067,CAROLINA STEEL CORP,144177,1989,21581,1990,21581,1,1989,1990,1
14068,FIRST CITIZENS BANC CORP,319459,1999,21593,2006,21593,1,1999,2006,
14069,LEESPORT FINANCIAL CORP,524477,1993,21595,2006,21595,1,1993,2006,0
14070,ACCESSITY CORP,00433F,1996,21598,2004,21598,1,1996,2004,0
14071,FIRST UNITED BANCORPORATION,337410,1993,21602,1996,21602,2,1993,1996,
14072,WORK RECOVERY INC,981370,1991,21606,1997,21606,1,1991,1997,
14073,GLACIER HOLDINGS INC,376392,1988,21623,1993,21623,1,1988,1993,
14074,GRUPO SIDK SA DE CV  -ADR,400490,1992,21631,1998,21631,1,1992,1998,
14075,HEALTHTEK INC,421929,1989,21637,1991,21637,1,1989,1991,1
14076,HIGHLINE INDUSTRIES INC,431108,1985,21643,1992,21643,1,1985,1992,
14077,HOME FEDERAL SAVINGS BK/DC,436915,1993,21649,1993,21649,1,1993,1993,
14078,ORCHESTRA THERAPEUTICS INC,68573E,1989,21659,2006,21659,1,1989,2006,
14079,INFORMATION ANALYSIS INC,456696,1994,21663,2006,21663,1,1994,2006,
14080,AIRTECH INTERNATIONAL GROUP,00950F,1995,21667,2000,21667,1,1995,2000,1
14081,BSML INC,55710,1990,21673,2005,21673,1,1990,2005,1
14082,JLM COUTURE INC,46621E,1987,21675,2004,21675,1,1987,2004,
14083,GS CLEANTECH CORP,36298M,1999,21677,2005,21677,1,1999,2005,
14084,INTER-CITY GAS,458196,1984,21682,1988,21682,1,1984,1988,
14085,DEV-TECH CORP,251574,1988,21683,1994,21683,1,1988,1994,
14086,TRUEVISION INC,897872,1990,21684,1998,21684,1,1990,1998,1
14087,ATRIX LABORATORIES INC,04962L,1989,21685,2003,21685,1,1989,2003,1
14088,ACR GROUP INC,00087B,1982,21686,2005,21686,1,1982,2005,
14089,AMER RESOURCES & DEVLPMNT CO,28912,1999,21695,2000,21695,1,1999,2000,0
14090,JORDAN INDUSTRIES INC,480695,1988,21701,2005,21701,1,1988,2005,
14091,MONOGRAM MODELS INC,609771,1988,21702,1988,21702,1,1988,1988,1
14092,AMERIPAGE INC,03070U,1989,21705,1993,21705,1,1989,1993,0
14093,PAK MAIL CNTRS AMERICA INC,695810,1985,21719,2002,21719,1,1985,2002,
14094,PARAGON MORTGAGE CORP,699117,1989,21721,1993,21721,1,1989,1993,
14095,PROFESSIONALS GROUP INC,742954,1993,21731,2000,21731,1,1993,2000,
14096,INTERLINE RESOURCES CORP,458744,1990,21740,2001,21740,1,1990,2001,
14097,NVE CORP,629445,1995,21743,2006,21743,1,1995,2006,1
14098,RANDERS KILLAM GROUP INC,752333,1988,21757,1998,21757,1,1988,1998,
14099,THREE-FIVE SYSTEMS INC,88554L,1989,21763,2004,21763,1,1989,2004,1
14100,VANTAGE POINT ENERGY INC,921927,1990,21764,1991,21764,1,1990,1991,
14101,CMS/DATA CORP,125916,1990,21766,1993,21766,1,1990,1993,
14102,ONE TOUCH TOTAL COMMUNIC INC,68241W,2000,21767,2001,21767,1,2000,2001,
14103,LATIN FOODS INTL INC,518286,1990,21775,1991,21775,1,1990,1991,
14104,AVANIR PHARMACEUTICALS-CL A,05348P,1989,21776,2006,21776,1,1989,2006,1
14105,MERIT MEDICAL SYSTEMS INC,589889,1988,21777,2006,21777,1,1988,2006,1
14106,WICHITA RIVER OIL,967352,1989,21791,1996,21791,1,1989,1996,
14107,SIERRA MONITOR CORP,826400,1989,21792,2006,21792,1,1989,2006,1
14108,GREAT DANE HOLDINGS INC,39031P,1989,21793,1995,21793,1,1989,1995,
14109,L W INDUSTRIES INC,502458,1985,21795,1989,21795,1,1985,1989,
14110,PRANDIUM INC,73972W,1987,21796,2002,21796,1,1987,2002,0
14111,ANNTAYLOR STORES CORP,36115,1989,21828,2006,21828,1,1989,2006,0
14112,HI-DEF ENTERPRISE INC,428339,1989,21829,1990,21829,1,1989,1990,
14113,SIRICOMM INC,82967C,1990,21856,2006,21856,1,1990,2006,0
14114,CGI GROUP INC  -CL A,39945C,1998,21864,2006,21864,1,1998,2006,
14115,ORCHARD SUPPLY HARDWARE STRS,685691,1989,21868,1995,21868,1,1989,1995,
14116,GWINNET BANCSHARES INC,403687,1993,21871,1993,21871,1,1993,1993,0
14117,JACKSON CNTY FSB MEDFORD ORE,466731,1993,21878,1993,21878,1,1993,1993,
14118,KWG RESOURCES INC,48277D,1994,21879,2000,21879,1,1994,2000,
14119,SAFE TECHNOLOGIES INTL,786416,1999,21926,2006,21926,1,1999,2006,
14120,APPAREL AMERICA INC,37792,1988,21950,1997,21950,1,1988,1997,1
14121,INTEGRATED WASTE SVCS INC,457952,1989,21952,1995,21952,1,1989,1995,
14122,UNAVEST CAPITAL CORP  -CL A,904295,1987,21956,1998,21956,1,1987,1998,0
14123,CURRAGH INC,231294,1989,21957,1992,21957,1,1989,1992,0
14124,MDSI MOBILE DATA SOLUTIONS,55268N,1993,21959,2004,21959,1,1993,2004,
14125,HEALTH ADVANCEMENT SVCS INC,42217B,1990,21960,1994,21960,1,1990,1994,
14126,HEALTHINFUSION INC,42221C,1990,21961,1993,21961,1,1990,1993,0
14127,HEALTH MANAGEMENT/DE,42219B,1986,21962,1996,21962,1,1986,1996,
14128,LATOKA INC,518296,1988,21963,1990,21963,1,1988,1990,1
14129,TELECONFERENCING SYS INTL,879290,1993,21969,1993,21969,1,1993,1993,
14130,WASTEC INC,941067,1987,21980,1991,21980,1,1987,1991,0
14131,TECHNICAL VENTURES INC,878508,1995,21986,2004,21986,1,1995,2004,1
14132,TRI-VALLEY CORP,895735,1995,22008,2005,22008,1,1995,2005,
14133,CHILES OFFSHORE CORP,168887,1989,22020,1993,138002,1,1989,1993,0
14134,UNITED RESOURCES INC,911378,1987,22030,1992,22030,1,1987,1992,
14135,SUPRA MEDICAL CORP,868591,1990,22038,1992,22038,1,1990,1992,
14136,VIDCOM POST INC,926538,1990,22042,1991,22042,1,1990,1991,
14137,DOREL INDUSTRIES INC,25822C,1993,22049,2006,22049,1,1993,2006,1
14138,CONTANGO OIL & GAS CO,21075N,1999,22053,2006,22053,1,1999,2006,0
14139,USTMAN TECHNOLOGIES INC,916911,1987,22057,2005,22057,1,1987,2005,0
14140,INTEGRAL SYSTEMS INC,45810H,1987,22059,2006,22059,1,1987,2006,
14141,CARE-MED CENTERS INC,141658,1988,22083,1989,22083,1,1988,1989,
14142,INTL BANCSHARES CORP,459044,1993,22086,2006,22086,1,1993,2006,
14143,MR COFFEE INC,606460,1989,22087,1993,22087,1,1989,1993,1
14144,SOUTHNET CORP,844566,1988,22107,1993,22107,1,1988,1993,0
14145,ENSURGE INC,293596,1999,22120,2005,22120,1,1999,2005,0
14146,SWISHER INTERNATIONAL INC,870811,1992,22121,1999,22121,1,1992,1999,
14147,U S B HOLDING INC,902910,1993,22122,2006,22122,1,1993,2006,
14148,SIGNAL CAPITAL HLDGS CORP,82699Y,1988,22137,1993,22137,1,1988,1993,
14149,BOUNDLESS CORP,101706,1989,22139,2005,22139,1,1989,2005,1
14150,ALLIED WASTE INDUSTRIES INC,19589,1990,22140,2006,22140,1,1990,2006,
14151,ARRHYTHMIA RESEARCH TECH,42698,1986,22144,2006,22144,1,1986,2006,1
14152,BLUE DIAMOND COAL CO,95383,1993,22150,1996,22150,1,1993,1996,
14153,BUILDERS EXPRESS INC  -CL A,119914,1990,22154,1990,22154,1,1990,1990,
14154,CECO FILTERS INC,150034,1995,22158,1996,22158,1,1995,1996,1
14155,MOSAIX INC,619454,1989,22170,1998,22170,1,1989,1998,1
14156,ELECTRO BRAIN INTL,285062,1990,22173,1993,22173,1,1990,1993,
14157,ESARCO INTERNATIONAL INC,296052,1990,22175,1991,22175,1,1990,1991,
14158,VELOCITY EXPRESS CORP,92257T,1995,22177,2006,22177,1,1995,2006,
14159,ENVIRONMENTAL ENERGY SERVICE,29406Q,1984,22181,2005,22181,1,1984,2005,
14160,FLEER CORP,338892,1990,22184,1991,22184,1,1990,1991,1
14161,GEORGE MASON BANKSHARES INC,372486,1993,22192,1997,22192,1,1993,1997,
14162,HORIZON BANCORP INC/WV,440406,1993,22196,1997,22196,1,1993,1997,
14163,KAIRE HOLDINGS INC,483003,1989,22199,2005,22199,1,1989,2005,0
14164,K-SWISS INC  -CL A,482686,1989,22205,2006,22205,1,1989,2006,1
14165,LABOR READY INC,505401,1995,22207,2006,22207,1,1995,2006,1
14166,LAUREL BANCORP INC,518615,1993,22208,1994,22208,1,1993,1994,
14167,NATIONAL BANCSHARES CORP/OH,632592,1993,22216,2006,22216,1,1993,2006,
14168,ORION DIVERSIFIED TECH INC,686270,1992,22220,2005,22220,1,1992,2005,
14169,PSYCHIATRIC SOLUTIONS INC,74439H,1989,22221,2006,22221,1,1989,2006,
14170,PAYLINE SYSTEMS INC,704380,1987,22224,1993,22224,1,1987,1993,0
14171,MAXSERV INC,577917,1991,22228,1995,22228,1,1991,1995,0
14172,QUESTA OIL & GAS CO,748354,1986,22231,1998,22231,1,1986,1998,0
