,name,cusip,firstyr,gvkey,lastyr,pdpco,pdpseq,begyr,endyr,match
4566,INACOMP COMPUTER CENTERS INC,453233,1983,5904,1990,5904,1,1983,1990,0
4567,INCO LTD,453258,1950,5905,2005,5905,1,1950,2005,1
4568,INCOME PROPERTIES EQUITY TR,453340,1974,5906,1987,5906,1,1974,1987,
4569,INCOTERM CORP-CL A,453368,1973,5907,1976,5907,1,1973,1976,1
4570,INDEPENDENCE HEALTH PLAN INC,453436,1982,5909,1983,5909,1,1982,1983,
4571,INDEPENDENCE HOLDING CO-OLD,453438,1981,5910,1982,17131,1,1981,1982,
4572,INDEPENDENCE MORTGAGE TRUST,453727,1974,5911,1980,5911,1,1974,1980,
4573,INDEPENDENT INS GRP,453858,1972,5912,1994,5912,1,1972,1994,
4574,INDIAN HEAD INC,454200,1976,5913,1977,5913,1,1976,1977,1
4575,INDIANA MICHIGAN POWER CO,45499X,1964,5914,2006,5914,1,1964,2006,
4576,INDIANA BELL TELEPHONE CO,454614,1975,5915,1998,5915,1,1975,1998,
4577,INDIANA FINANCIAL INVESTORS,454709,1974,5916,1994,5916,1,1974,1994,
4578,NATIONAL FINL REALTY TRUST,636076,1974,5917,1988,5917,1,1974,1988,
4579,VECTREN CORP,92240G,1958,5918,2006,5918,1,1958,2006,0
4580,INDIANA LIMESTONE CO INC,454884,1974,5919,1983,5919,1,1974,1983,
4581,INB FINANCIAL CP,44977F,1963,5920,1991,5920,1,1963,1991,
4582,INDIANAPOLIS POWER & LIGHT,455434,1965,5921,1999,5921,1,1965,1999,
4583,INDIANAPOLIS RACEWAY PARK,455452,1974,5922,1980,5922,1,1974,1980,
4584,INDIANAPOLIS UNION RAILWAY,455506,1974,5923,1979,5923,1,1974,1979,
4585,IWC RESOURCES CORP,450712,1974,5924,1996,5924,1,1974,1996,
4586,INDIAPORTS INC,455678,1977,5925,1979,5925,1,1977,1979,0
4587,INDUSTRALEASE CORP,455790,1973,5927,1980,5927,1,1973,1980,0
4588,INDUSTRIAL ACOUSTICS CO INC,455830,1974,5928,1997,5928,1,1974,1997,1
4589,INDUSTRIAL AIR PRODUCTS,455866,1967,5930,1968,5930,1,1967,1968,
4590,IEH CORP,44949K,1973,5932,2005,5932,1,1973,2005,
4591,INDUSTRIAL FUELS CORP,456154,1972,5933,1977,5933,1,1972,1977,
4592,INDUSTRIAL INVESTMENT CORP,456170,1974,5934,1977,5934,1,1974,1977,
4593,INDUSTRIAL LEASING CORP-OHIO,456182,1965,5935,1970,5935,1,1965,1970,
4594,NATEC RESOURCES INC,632281,1976,5936,1994,5936,1,1976,1994,1
4595,INDUSTRO TRANSISTOR CORP,456542,1966,5937,1972,5937,1,1966,1972,0
4596,INERTIA DYNAMICS CORP,456616,1983,5938,1986,5938,1,1983,1986,1
4597,INERTIAL MOTORS CORP,456619,1974,5939,1992,5939,1,1974,1992,
4598,INEXCO OIL,456623,1968,5940,1985,5940,1,1968,1985,0
4599,INFINITE GRAPHICS INC,45663D,1983,5941,2001,5941,1,1983,2001,
4600,INFLIGHT SERVICES INC,456632,1966,5942,1986,5942,1,1966,1986,
4601,INFO DESIGNS INC,456645,1982,5943,1987,5943,1,1982,1987,
4602,INFODATA SYSTEMS INC,456650,1981,5944,2004,5944,1,1981,2004,
4603,INFOREX INC,456666,1970,5945,1979,5945,1,1970,1979,1
4604,INFORMATICS GENERAL CORP,456668,1979,5946,1984,5946,1,1979,1984,
4605,INFORMATION &COMMUN APPLICTN,456686,1974,5947,1979,5947,1,1974,1979,
4606,INFORMATION DIALOGUES INC,456702,1976,5948,1978,5948,1,1976,1978,0
4607,INFORMATION DISPLAYS INC,456704,1974,5949,1983,5949,1,1974,1983,
4608,INFORMATION INTERNATIONAL,456740,1967,5950,1994,5950,1,1967,1994,1
4609,INFORMATION SCIENCE,456751,1982,5951,1990,5951,1,1982,1990,
4610,INFORMATIVE COMPUTER SVCS,456776,1974,5952,1978,5952,1,1974,1978,
4611,INFOTECH MANAGEMENT INC,456796,1983,5953,1985,5953,1,1983,1985,
4612,INFOTRON SYSTEMS CORP,456809,1980,5954,1990,5954,1,1980,1990,1
4613,INFOVIEW INC,456816,1984,5955,1984,5955,1,1984,1984,0
4614,INFRA-RED CIRCUITS & CTLS CP,456821,1974,5956,1980,5956,1,1974,1980,
4615,INFRARED INDUSTRIES INC,456830,1960,5957,1985,5957,1,1960,1985,1
4616,INGERSOLL-RAND CO LTD,G4776G,1950,5959,2006,5959,1,1950,2006,1
4617,INFORMATION RETRIEVAL SYS CP,456901,1980,5960,1981,5960,1,1980,1981,1
4618,INFORMATION RESOURCES INC,456905,1982,5961,2002,5961,1,1982,2002,1
4619,1MAGE SOFTWARE INC,45244M,1983,5962,2004,5962,1,1983,2004,0
4620,INGREDIENT TECHNOLOGY CORP,457186,1950,5964,1987,5964,1,1950,1987,1
4621,INITIO INC,457203,1979,5965,2001,5965,1,1979,2001,1
4622,INLAND CONTAINER CORP,457326,1957,5966,1977,5966,1,1957,1977,1
4623,INLAND CREDIT CORP-CL A,457344,1960,5967,1973,5967,1,1960,1973,
4624,RYERSON INC,78375P,1950,5968,2006,5968,1,1950,2006,
4625,IVAX CORP-OLD,46599X,1984,5969,1987,14446,1,1984,1986,1
4626,INMED CORP,457636,1983,5970,1987,5970,1,1983,1987,
4627,INMEDICA DEVELOPMENT CORP,457638,1984,5971,2006,5971,1,1984,2006,0
4628,INMONT CORP,457641,1950,5972,1976,5972,1,1950,1976,1
4629,INNOVEX INC,457647,1984,5973,2006,5973,1,1984,2006,1
4630,INOLEX CORP,457648,1967,5974,1978,5974,1,1967,1978,1
4631,INPROJET CORP,457649,1974,5975,1983,5975,1,1974,1983,0
4632,INSILCO HOLDING CO,457661,1950,5976,2001,5976,1,1950,2001,1
4633,INEI CORP,45661M,1981,5977,2004,5977,1,1981,2004,
4634,INSITUFORM TECHNOLOGIES-CL A,457667,1981,5978,2006,5978,1,1981,2006,1
4635,INSPIRATION CONS COPPER CO,457686,1950,5979,1982,5979,1,1950,1982,1
4636,TERRA INDUSTRIES INC,880915,1982,5980,2006,5980,1,1982,2006,
4637,INSTACOM INC,457741,1980,5981,1982,5981,1,1980,1982,0
4638,INSTANT TRANSACTION CORP-AM,457748,1977,5982,1989,5982,1,1977,1989,
4639,INSTINET CORP,45775C,1979,5983,1986,142463,1,1979,1986,0
4640,INST OF CLIN PHARM  -ADR,45776C,1983,5984,1988,5984,1,1983,1988,
4641,INSTITUTIONAL INVESTORS-DEL,457761,1971,5985,1982,5985,1,1971,1982,
4642,INSTRON CORP,457776,1962,5986,1998,5986,1,1962,1998,1
4643,GRIFFON CORP,398433,1964,5987,2006,5987,1,1964,2006,1
4644,INSTRUMENTARIUM CP  -ADR,457805,1982,5988,2002,5988,1,1982,2002,1
4645,INSTRUMENTATION LABS INC,457807,1972,5989,1981,5989,1,1972,1981,
4646,INPUT BUSINESS MACHINES INC,457904,1980,5990,1982,5990,1,1980,1982,1
4647,INTEGRATED MICROCIRCUITS INC,457905,1981,5991,1982,5991,1,1981,1982,
4648,INTERPOINT CORP,460627,1982,5992,1995,5992,1,1982,1995,1
4649,INTEGRATED SOFTWARE SYS CORP,457914,1982,5993,1985,5993,1,1982,1985,
4650,INTEGRATED GENETICS,457915,1982,5994,1988,5994,1,1982,1988,
4651,INNOTRON DIAGNOSTICS,457916,1982,5995,1984,5995,1,1982,1984,0
4652,INNOVATIVE SOFTWARE INC,457917,1983,5996,1987,5996,1,1983,1987,
4653,INTEGRATED LOGIC SYSTEMS INC,457920,1985,5997,1989,5997,1,1985,1989,1
4654,GOLF HOSTS RESORTS INC,38199Y,1978,5998,1999,5998,1,1978,1999,
4655,INSYTE ENERGY CORP,458093,1974,5999,1983,5999,1,1974,1983,
4656,INTECH INC,458095,1981,6000,1990,6000,1,1981,1990,1
4657,INTECOM INC,458098,1982,6001,1985,6001,1,1982,1985,1
4658,INTEGRATED BARTER INTL INC,458108,1983,6002,1987,6002,1,1983,1987,
4659,INTEGRATED DEVICE TECH INC,458118,1982,6003,2006,6003,1,1982,2006,1
4660,INTEGRATED ELECTRONICS CORP,458119,1973,6004,1981,6004,1,1973,1981,1
4661,INTEGRATED RESOURCES INC,458124,1971,6005,1992,6005,1,1971,1992,
4662,INTEK GLOBAL CORP,458134,1974,6006,1998,6006,1,1974,1998,
4663,INTELECOM CORP,45814L,1984,6007,1984,6007,1,1984,1984,0
4664,INTEL CORP,458140,1971,6008,2006,6008,1,1971,2006,1
4665,INTELEPLEX CORP,458148,1982,6009,1990,6009,1,1982,1990,1
4666,INTELLICORP INC,458153,1983,6010,2001,6010,1,1983,2001,1
4667,INTELLIGENT BUSINESS COMM CP,458154,1984,6011,1988,6011,1,1984,1988,
4668,INCOMNET INC,453365,1980,6012,1998,6012,1,1980,1998,0
4669,INTELLIGENT SYSTEM CORP,45816D,1980,6013,2006,6013,1,1980,2006,
4670,INTER-CONTINENTAL COMPUTING,458212,1974,6015,1979,6015,1,1974,1979,
4671,INTER-CONTINENTAL SVCS CORP,458225,1974,6016,1996,6016,1,1974,1996,
4672,INTER ISLAND RESORTS LTD,458254,1974,6017,1983,6017,1,1974,1983,
4673,INTER-POLYMER INDUSTRIES INC,458335,1974,6018,1982,6018,1,1974,1982,
4674,DAIN RAUSCHER CORP,233856,1974,6019,1999,6019,1,1974,1999,
4675,INTER-TEL INC  -SER A,458372,1980,6020,2006,6020,1,1980,2006,1
4676,PHOTONIC PRODUCTS GROUP INC,71937M,1982,6021,2006,6021,1,1982,2006,
4677,INTERACTIVE SYSTEMS CORP,458377,1980,6022,1985,6022,1,1980,1985,
4678,INTERAND CORP,458421,1982,6023,1990,6023,1,1982,1990,1
4679,FURNITURE BRANDS INTL INC,360921,1950,6025,2006,6025,1,1950,2006,
4680,INTERCOLE INC,458529,1974,6026,1984,6026,1,1974,1984,1
4681,INTERCONTINENTAL DIVRSIFD-B,458540,1973,6027,1980,6027,1,1973,1980,0
4682,INTERCONTINENTAL DYNAMICS,458542,1964,6028,1985,6028,1,1964,1985,1
4683,PACKAGING RESEARCH CORP,695167,1972,6029,1995,6029,1,1972,1995,
4684,INTERCONTINENTAL INDS INC,458578,1974,6030,1979,6030,1,1974,1979,
4685,INTERCONTINENTAL TRAILSEA CO,458650,1974,6031,1985,6031,1,1974,1985,0
4686,INTERCRAFT INDUSTRIES,458656,1970,6032,1981,6032,1,1970,1981,1
4687,INTERDYNE CO,458661,1974,6033,2006,6033,1,1974,2006,1
4688,INTERFACE INC  -CL A,458665,1982,6034,2006,6034,1,1982,2006,1
4689,INTERFACE SYSTEMS INC,458667,1982,6035,1999,6035,1,1982,1999,1
4690,INTERGRAPH CORP,458683,1980,6036,2005,6036,1,1980,2005,1
4691,INTERLAB ROBOTICS INC,458690,1983,6037,1985,6037,1,1983,1985,
4692,INTERLAKE CORP,458702,1950,6038,1997,6038,1,1950,1997,1
4693,INTERMAGNETICS GENERAL CORP,458771,1979,6039,2005,6039,1,1979,2005,1
4694,WATER CHEF INC,940907,1984,6040,2006,6040,1,1984,2006,1
4695,ALARMGUARD HOLDINGS INC,11649,1968,6041,1997,6041,1,1968,1997,1
4696,INTERMEC CORP,458782,1973,6042,1990,65676,1,1973,1990,1
4697,INTERMEDCO INC,458799,1969,6043,1975,6043,1,1969,1975,0
4698,INTERMET CORP,45881K,1984,6044,2004,6044,1,1984,2004,1
4699,INTERMEDICS INC,458813,1978,6045,1987,6045,1,1978,1987,1
4700,INTERMETRICS INC,458816,1980,6046,1994,6046,1,1980,1994,1
4701,BARGO ENERGY CO,67587,1977,6047,2000,6047,1,1977,2000,0
4702,INTERMOUNTAIN GAS CO,458830,1973,6048,1983,6048,1,1973,1983,
4703,INTERMOUNTAIN GAS INDUSTRIES,458831,1973,6049,1983,6049,1,1973,1983,
4704,INTERMOUNTAIN LABORATORIES,458836,1973,6050,1984,6050,1,1973,1984,
4705,INTERMOUNTAIN RESOURCES INC,458842,1983,6051,2002,6051,1,1983,2002,
4706,INTL AIRPORT HOTEL SYS INC,458866,1973,6052,1978,6052,1,1973,1978,
4707,INTERNATIONAL ALUMINUM CORP,458884,1969,6053,2006,6053,1,1969,2006,1
4708,STEM CELL INNOVATIONS INC,85857B,1981,6054,2006,6054,1,1981,2006,
4709,INTERMOUNTAIN ENERGY INC,458908,1980,6055,1985,6055,1,1980,1985,
4710,INTERACTION SYSTEMS INC,458911,1982,6056,1986,6056,1,1982,1986,1
4711,INTEGRATED ENERGY INC,458912,1983,6057,1983,6057,1,1983,1983,
4712,INTERFIRST CORP,458916,1959,6058,1986,6058,1,1959,1986,0
4713,INTERGEM INC,458920,1984,6059,1985,6059,1,1984,1985,0
4714,INTL ALUMINUM LTD,459002,1960,6060,1967,6060,1,1960,1967,
4715,INTL ARTWARE CORP,459015,1974,6061,1983,6061,1,1974,1983,0
4716,AMERICAN BANKNOTE CORP,24490,1967,6062,2004,6062,1,1967,2004,
4717,INTL BASIC ECONOMY,459110,1963,6063,1979,6063,1,1963,1979,1
4718,AMERISTAR INTL HOLDINGS CP,03072N,1984,6064,1997,6064,1,1984,1997,
4719,INTL BROADCASTING CORP,459173,1983,6065,1991,6065,1,1983,1991,
4720,INTL BUSINESS MACHINES CORP,459200,1950,6066,2006,6066,1,1950,2006,1
4721,INTL CAP & TECHNOLOGY CORP,459222,1980,6067,1987,6067,1,1980,1987,
4722,INTL CAPITAL EQUIPMENT LTD,459228,1980,6068,1991,6068,1,1980,1991,
4723,INTL CLINICAL LABS,459276,1974,6069,1987,6069,1,1974,1987,
4724,INTL COMPUTER APPLICATNS GP,459288,1983,6070,1984,6070,1,1983,1984,0
4725,INTL COMPUTER SCIENCES INC,459305,1975,6071,1980,6071,1,1975,1980,
4726,INTL CONTROLS CORP-OLD,45999Y,1974,6072,1988,6072,1,1974,1988,
4727,INTL COURIERS,459371,1962,6073,1976,6073,1,1962,1976,0
4728,INTL DAIRY QUEEN  -CL A,459373,1973,6074,1996,6074,1,1973,1996,1
4729,INTL ELECTRONICS CORP,459434,1962,6075,1972,6075,1,1962,1972,
4730,INTL ENERGY CO,459452,1966,6076,1970,6076,1,1966,1970,
4731,INTL FILM PRODUCTION INC,459503,1983,6077,1984,6077,1,1983,1984,
4732,INTL FLAVORS & FRAGRANCES,459506,1957,6078,2006,6078,1,1957,2006,1
4733,INTL FOODSERVICE CORP,459528,1968,6079,1979,6079,1,1968,1979,1
4734,INTL GENERAL INDUSTRIES INC,459550,1964,6080,1978,6080,1,1964,1978,
4735,NAVISTAR INTERNATIONAL CORP,63934E,1950,6081,2004,6081,1,1950,2004,1
4736,NAVISTAR FINANCIAL CORP,638902,1974,6082,2004,6082,1,1974,2004,
4737,INTL HYDRON CORP,459679,1982,6083,1986,6083,1,1982,1986,1
4738,INTL INCOME PROPERTY INC,459684,1979,6084,1989,6084,1,1979,1989,
4739,MEGAPHONE INTL INC DEL-NEW,585155,1984,6085,1987,6085,1,1984,1987,0
4740,INTL INSTITUTE OF APPLD TECH,459690,1981,6086,1984,6086,1,1981,1984,0
4741,TECHTRON INC,878737,1981,6087,1984,6087,1,1981,1984,
4742,INTL KINGS TABLE,459730,1974,6088,1987,6088,1,1974,1987,
4743,INTL LEASE FINANCE CORP,459745,1982,6089,2006,6089,1,1982,2006,
4744,INTL LEISURE CORP,459749,1968,6090,1970,6090,1,1968,1970,
4745,INTL LEISURE HOSTS,459759,1974,6091,2002,6091,1,1974,2002,
4746,INTL MANAGEMENT & RESEARCH,459849,1984,6092,1989,6092,1,1984,1989,
4747,INTL MANUFACTURING & MKTG CP,459850,1974,6093,1978,6093,1,1974,1978,
4748,MEDICAL TECHNOLOGY PRODUCTS,58462L,1984,6094,1990,6094,1,1984,1990,
4749,INTL METALS & PETROLEUM CORP,459860,1981,6095,1981,6095,1,1981,1981,
4750,MALLINCKRODT INC,561232,1950,6096,2000,6096,1,1950,2000,1
4751,INTL GAME TECHNOLOGY,459902,1980,6097,2006,6097,1,1980,2006,1
4752,INTL ROBOMATION/INTELLIGENCE,459904,1981,6098,1988,6098,1,1981,1988,1
4753,INTL MINING CORP,460020,1960,6099,1976,6099,1,1960,1976,
4754,INTERDIGITAL COMMUN CORP,45866A,1981,6100,2006,6100,1,1981,2006,1
4755,INTL MULTIFOODS CORP,460043,1962,6102,2003,6102,1,1962,2003,1
4756,INTL NUTRONICS INC,460096,1983,6103,1985,6103,1,1983,1985,
4757,INTL PAPER CO,460146,1950,6104,2006,6104,1,1950,2006,1
4758,INTL PICTURE SHOW CO,460171,1979,6105,1980,6105,1,1979,1980,
4759,INTL PLASTICS INC,460174,1974,6106,1979,6106,1,1974,1979,
4760,INTL POWER MACHINES CORP,460184,1980,6107,1993,6107,1,1980,1993,1
4761,GROUND ROUND RESTAURANT,399427,1963,6108,1996,6108,1,1963,1996,
4762,INTL RECTIFIER CORP,460254,1954,6109,2006,6109,1,1954,2006,1
4763,IRIS INTERNATIONAL INC,46270W,1983,6110,2006,6110,1,1983,2006,
4764,INTL RESEARCH & DEV CORP,460263,1974,6111,1993,6111,1,1974,1993,1
4765,INTL ROYALTY & OIL CO,460268,1974,6112,1990,6112,1,1974,1990,
4766,INTL SALT CO,460272,1950,6113,1969,6113,1,1950,1969,1
4767,RESOURCE RECYCLING TECH,760930,1963,6114,1994,6114,1,1963,1994,
4768,INTL SHIPHOLDING CORP,460321,1979,6115,2006,6115,1,1979,2006,
4769,INTL SPEEDWAY CORP  -CL A,460335,1974,6116,2006,6116,1,1974,2006,
4770,INTL STANDARD ELECTRIC CORP,460344,1974,6117,1987,6117,1,1974,1987,
4771,INTL STRETCH PRODS,460380,1962,6118,1984,6118,1,1962,1984,
4772,INTL SYSTEMS & CONTROLS,460416,1965,6119,1983,6119,1,1965,1983,
4773,INTL TAPE CARTRIDGE CORP,460452,1965,6120,1967,6120,1,1965,1967,
4774,IT GROUP INC,465266,1982,6121,2000,6121,1,1982,2000,1
4775,INTL TECHNOLOGY RESOURCES,460466,1978,6122,1981,6122,1,1978,1981,
4776,INTL TELDATA CORP,460468,1984,6123,1984,6123,1,1984,1984,1
4777,INTL THOROUGHBRED BREEDERS,460491,1982,6124,2005,6124,1,1982,2005,
4778,INTL LOTTERY & TOTALIZATOR,459824,1981,6125,2005,6125,1,1981,2005,
4779,AUTOMOTIVE FRANCHISE CORP,53289,1981,6126,1987,6126,1,1981,1987,
4780,ENRON CORP,293561,1962,6127,2000,6127,1,1962,2000,1
4781,INTERPACE CORP,460578,1961,6128,1982,6128,1,1961,1982,1
4782,INTERPHARM LABS LTD  -ORD,460590,1981,6129,1993,6129,1,1981,1993,1
4783,INTERPHASE CORP,460593,1983,6130,2006,6130,1,1983,2006,1
4784,INTERPHOTO CORP,460596,1961,6131,1980,6131,1,1961,1980,0
4785,INTERPLASTIC CORP,460614,1968,6132,1978,6132,1,1968,1978,1
4786,INTERPOOL LTD,460629,1966,6134,1977,28214,1,1966,1977,1
4787,ENBRIDGE INC,29250N,1974,6135,2006,6135,1,1974,2006,
4788,INTERPUBLIC GROUP OF COS,460690,1971,6136,2006,6136,1,1971,2006,
4789,INTERSCIENCE SYSTEMS INC,460696,1976,6137,1980,6137,1,1976,1980,
4790,INTERSIL INC,460700,1972,6138,1975,130762,-1,,,1
4791,INTERSIL INC NEW,460701,1970,6139,1980,130762,1,1970,1980,1
4792,INTERSTATE BAKERIES CP,46072H,1964,6140,2005,6140,1,1964,2005,
4793,INTERSTATE BRANDS CORP,460754,1974,6141,1977,6141,1,1974,1977,1
4794,INTERSTATE COMPUTER SERVICES,460798,1973,6142,1977,6142,1,1973,1977,
4795,INTRAVISION INC,460907,1984,6143,1984,6143,1,1984,1984,0
4796,INTERSTATE MOTOR FREIGHT SYS,461027,1980,6144,1983,6144,1,1980,1983,
4797,INTERSTATE POWER CO,461074,1951,6145,1997,6145,1,1951,1997,
4798,INTERSTATE/JOHNSON LANE INC,460892,1984,6146,1998,6146,1,1984,1998,
4799,INTERSTATE STORES INC,461097,1950,6147,1972,6147,1,1950,1972,
4800,INTERSTATE UNITED CORP,461110,1961,6148,1977,6148,1,1961,1977,
4801,INTERTECHNOLOGY SOLAR CORP,461126,1976,6149,1980,6149,1,1976,1980,1
4802,INTERTHERM INC,461135,1968,6150,1984,6150,1,1968,1984,1
4803,INTERTRANS CORP,461137,1983,6151,1994,6151,1,1983,1994,0
4804,INTERVOICE INC,461142,1984,6152,2006,6152,1,1984,2006,1
4805,INTERWAY CORP,461143,1967,6153,1978,6153,1,1967,1978,0
4806,INTEXT INC,461154,1960,6154,1978,6154,1,1960,1978,0
4807,HUNTER RESOURCES INC,445722,1976,6155,1995,6155,1,1976,1995,
4808,INTRAWEST FINANCIAL CORP,461189,1959,6156,1986,6156,1,1959,1986,
4809,INTROL CORP,461200,1974,6157,1978,6157,1,1974,1978,1
4810,INVACARE CORP,461203,1983,6158,2006,6158,1,1983,2006,1
4811,SI TECHNOLOGIES INC,783978,1982,6159,2004,6159,1,1982,2004,
4812,INVESCO INTERNATIONAL CORP,461279,1975,6160,1981,6160,1,1975,1981,
4813,INCORP INC,45336K,1983,6161,1994,6161,1,1983,1994,
4814,INVESTMENT CORP-FLORIDA,461326,1965,6162,1979,6162,1,1965,1979,
4815,INVESTMENT TECHNOLOGIES INC,461449,1984,6163,1990,6163,1,1984,1990,1
4816,INVESTORS FINANCE INC,461504,1974,6164,1988,6164,1,1974,1988,
4817,INVESTORS ROYALTY CO INC,461758,1960,6165,1972,6165,1,1960,1972,
4818,INTERWEST CORP-OLD,461900,1974,6166,1978,13095,1,1974,1978,
4819,INVESTEX INC,461903,1974,6167,1989,6167,1,1974,1989,0
4820,INTERSTATE MOTOR HOTELS INC,461990,1974,6168,1980,6168,1,1974,1980,
4821,IOMEGA CORP,462030,1982,6169,2006,6169,1,1982,2006,1
4822,MEDLINK INTERNATIONAL INC,58502M,1981,6170,2005,6170,1,1981,2005,0
4823,IONICS INC,462218,1963,6171,2003,6171,1,1963,2003,1
4824,IES INDUSTRIES INC,44949M,1958,6172,1997,6172,1,1958,1997,
4825,IOWA-ILLINOIS GAS & ELEC,462470,1951,6173,1994,6173,1,1951,1994,
4826,IOWA POWER INC,462506,1951,6174,1991,6174,1,1951,1991,
4827,MIDWEST POWER SYSTEM INC,598363,1951,6175,1994,6175,1,1951,1994,
4828,IOWA RESOURCES INC,462537,1951,6176,1989,6176,1,1951,1989,
4829,IOWA SOUTHERN INC,462540,1958,6177,1990,6177,1,1958,1990,
4830,IPALCO ENTERPRISES INC,462613,1951,6178,2006,6178,1,1951,2006,
4831,STERLING OPTICAL CORP,859488,1962,6179,1991,6179,1,1962,1991,1
4832,IPSCO INC,462622,1987,6180,2006,6180,1,1987,2006,1
4833,IRELANDS RESTAURANTS INC,462681,1973,6181,1978,6181,1,1973,1978,0
4834,IREX CORP,462683,1974,6182,1999,6182,1,1974,1999,1
4835,IROQUOIS BRANDS LTD-OLD,46399Y,1955,6183,1988,20790,1,1955,1988,
4836,IRVIN INDUSTRIES INC,463605,1960,6184,1987,6184,1,1960,1987,1
4837,IRVINE SENSORS CORP,463664,1981,6185,2006,6185,1,1981,2006,1
4838,IRVING BANK CORP,463712,1959,6186,1987,6186,1,1959,1987,
4839,IRWIN (RICHARD D) INC,464146,1960,6187,1974,6187,1,1960,1974,
4840,ISLAND PROPERTIES INC,464514,1974,6188,1977,6188,1,1974,1977,
4841,ISLAND RESOURCES INC,464519,1974,6189,1983,6189,1,1974,1983,
4842,ISLE RESOURCES INC,464625,1982,6191,1982,6191,1,1982,1982,
4843,ISOMEDIX INC,464890,1982,6192,1996,6192,1,1982,1996,0
4844,ISOMET CORP,464893,1974,6193,2002,6193,1,1974,2002,1
4845,ISRAMCO INC,465141,1984,6194,2006,6194,1,1984,2006,0
4846,ITEK CORP,465632,1960,6195,1981,6195,1,1960,1981,1
4847,ANIXTER INTL INC,35290,1968,6196,2006,6196,1,1968,2006,0
4848,ITO YOKADO CO LTD  -ADR,465714,1978,6197,2004,6197,1,1978,2004,0
4849,DBRIT CORP,24021W,1984,6199,1996,6199,1,1984,1996,0
4850,IVEY (J.B.) CO,465866,1960,6200,1979,6200,1,1960,1979,
4851,IVY CORP,465889,1972,6201,1977,6201,1,1972,1977,1
4852,IVIE ELECTRONICS INC,465900,1981,6202,1981,6202,1,1981,1981,
4853,SUMMIT FAMILY RESTAURNTS INC,866056,1974,6204,1995,6204,1,1974,1995,0
4854,JEC LASERS INC,466127,1982,6205,1995,6205,1,1982,1995,
4855,JG INDUSTRIES INC,466145,1960,6206,1999,6206,1,1960,1999,
4856,JLG INDUSTRIES INC,466210,1978,6207,2006,6207,1,1978,2006,1
4857,JMB REALTY TRUST,466216,1974,6208,1989,6208,1,1974,1989,
4858,J M RESOURCES INC,466221,1982,6209,1987,6209,1,1982,1987,
4859,J P INDUSTRIES INC,466237,1983,6210,1989,6210,1,1983,1989,1
4860,JPM INDUSTRIES  -CL A,46624D,1984,6211,1987,6211,1,1984,1987,
4861,JWT GROUP INC,466272,1968,6212,1986,6212,1,1968,1986,
4862,EPOCH HOLDING CORP,29428R,1981,6213,2006,6213,1,1981,2006,
4863,JACLYN INC,469772,1969,6214,2006,6214,1,1969,2006,1
4864,JACO ELECTRONICS INC,469783,1974,6215,2006,6215,1,1974,2006,
4865,JACOBS ENGINEERING GROUP INC,469814,1971,6216,2006,6216,1,1971,2006,1
4866,JACOBSON STORES,469834,1972,6217,2001,6217,1,1972,2001,
4867,JACOR COMMUNICATIONS,469858,1982,6218,1998,6218,1,1982,1998,0
4868,JACQUIN (CHARLES) ET CIE,469862,1961,6219,1976,6219,1,1961,1976,0
4869,JADE PETROLEUM CORP,469885,1979,6220,1981,6220,1,1979,1981,
4870,JAEGER OF CANADA INC,469895,1977,6221,1984,6221,1,1977,1984,
4871,JAEGER ENERGY CORP,469898,1974,6222,1983,6222,1,1974,1983,
4872,EMCOR GROUP INC,29084Q,1974,6223,2006,6223,1,1974,2006,
4873,JAMES (FRED S.) & CO,470245,1968,6225,1981,6225,1,1968,1981,
4874,FORT JAMES CORP,347471,1972,6226,1999,6226,1,1972,1999,1
4875,JAMESBURY CORP,470448,1960,6228,1983,6228,1,1960,1983,1
4876,JAMESWAY CORP,470737,1965,6229,1994,6229,1,1965,1994,1
4877,JANTZEN INC,471016,1961,6230,1979,6230,1,1961,1979,0
4878,JARECKI CORP,471124,1960,6231,1971,6231,1,1960,1971,1
4879,JARMEL FABRICS INC,471134,1970,6232,1974,6232,1,1970,1974,0
4880,KHD HUMBOLDT WEDAG INTL LTD,482462,1976,6233,2006,6233,1,1976,2006,1
4881,JASMIN GROVES CO,471990,1976,6234,1981,6234,1,1976,1981,0
4882,JAYARK CORP,472070,1973,6235,2002,6235,1,1973,2002,
4883,JAYS INDUSTRIES INC,472118,1974,6236,1979,6236,1,1974,1979,
4884,JAYTEX OIL & GAS CO,472120,1980,6237,1983,6237,1,1980,1983,0
4885,JEANNETTE CORP,472214,1960,6238,1977,6238,1,1960,1977,
4886,JEFFERIES GROUP INC,472319,1982,6239,2006,6239,1,1982,2006,
4887,JEFFERSON CORP,472610,1973,6240,1985,6240,1,1973,1985,
4888,JEFFERSON-PILOT CORP,475070,1972,6241,2005,6241,1,1972,2005,1
4889,SMURFIT-STONE CONTAINER CORP,832727,1983,6242,2006,6242,1,1983,2006,1
4890,JEFFERSON STORES INC,475160,1964,6243,1972,6243,1,1964,1972,
4891,JEFFERSON-WILLIAMS ENERGY CP,475491,1980,6244,1984,6244,1,1980,1984,
4892,JEFFREY MARTIN INC,475775,1982,6245,1986,6245,1,1982,1986,1
4893,COMPRESSION TECHNOLOGIES INC,204674,1982,6246,1990,6246,1,1982,1990,1
